,Job Name,Company Name,City Name,Payment,Payment Rate,Begin Date,End Date,Job Order,Telephone,Email,Web,Full Time,Workers Needed,Job Duties,Experience Required,Experience Months,Special Requirements,Hours Per Week,Schedule
158,Server,Stein Collection,"Park City, UT",$14.75,hour,11/14/2022,4/14/2023,View Job Order,+14356493700,recruiting@steinlodge.com,www.steinlodge.com/careers,Yes,31,"Serve food to patrons in a fine dining restaurant and room service environments, ensuring that every interaction is hospitable, informed, prompt and correct in service style. Provide menu to diners, suggesting dinner courses, appropriate wines, and answer questions regarding food preparation.

Employer will offer minimum 35-40 hours of work per week. Open 7 days a week, workdays vary Monday through Sunday. Normal shift times 5am-1pm, 10am-6pm, 3pm-11pm. Employees are allowed one optional 30 minute unpaid break for every 8 hour shift. Hours/shifts may vary depending upon business needs and occupancy.

Tip position. Allowed tip credit applied per FLSA guidelines to meet offered wage. Employer will guarantee offered wage for hours worked when allowed tip credit does not make hourly wage equal or exceed the offered wage of $14.75 per hour. Employer may increase wage based on experience, market conditions, and/or provide additional pay for performance and tenure. An overtime premium will be paid when required by Federal, State, or local law, including at time-and-a-half after 40 hours in a workweek. Generally, when overtime is available it will be paid at $22.13 per hour.",Yes,3,"Must be at least 21 years old. Must have or be willing to obtain a valid Food Handler permit.
Must be able to stand for extended periods of time, and lift 50 lbs. 
Must be able to work at least 5 days per week, including weekends and holidays.
Applicants must complete an employment application.",40,5:00 A.M. - 1:00 P.M.
159,Laborer,Quality Turf Farms LC,"Sweeny, TX",$15.56,hour,11/15/2022,7/17/2023,View Job Order,+12295590241,h2visas@aol.com,,Yes,6,"***RFI Response*** 

 Workers will use shovels that are 6 inches wide and 3 inches wide to dig trenches between 6-12 inches deep. The trenches are dug for the installation of laying sod. 

***Original F.a.2.***

Installing landscape materials and doing maintenance on commercial and highway contracts. Prep work site, dig trenches for installation, laying sod, for commercial and residential property. Pick up and remove debris and trash on work site.",No,,Lifting up to 75lbs fairly frequently. ,35,7:00 A.M. - 2:00 P.M.
160,Cook 2,Jackson Hole Mountain Resort Corporation ,"Teton Village, WY",$21.00-$27.00,hour,11/15/2022,4/15/2023,View Job Order,+13077392727,ali.wight@jacksonhole.com,,Yes,4,"Cooks 2 will be responsible for preparing, seasoning, and cooking soups, meats, vegetables, desserts, and other food items in a restaurant environment, and will consult with supervisory staff to plan menus.  Please see attached job description for additional information.",Yes,12,"The Petitioner will consider for employment any person who possesses at least one(1) year of culinary experience in a fine-dining or high-volume environment at a high-end restaurant, resort, or private club. 

Depending on CDC guidelines, applicant may be required to complete COVID-19 test or provide proof of COVID-19 vaccination before beginning employment.

",35,10:00 A.M. - 5:00 P.M.
161,Landscape Laborer,Dimensional Landscaping Inc,"Hamburg, MI",$16.78-$21.00,hour,11/18/2022,12/1/2022,View Job Order,+18102312778,,www.mitalent.org,Yes,24,"Mow, cut, water, edge lawns: rake and blow leaves; dig holes using hand tools with a max depth & width of 3 ft to plant; pull, chop weeds, prune and haul topsoil and mulch.  Install Plants, mulch, irrigation & drainage. Light facility/equipment maintenance as needed. Involves bending, stooping, lifting and stretching on a frequent basis. Must be able to lift 50 lbs often, work in extreme weather conditions.  Must pass employer paid post hire drug testing and back ground checks. Transportation provided to worksite from central location in Hamburg, MI.  Possibility of performance based raise, bonus, Saturdays and overtime.  1 hr non paid lunch. Health care available w/ company coverage 65%, dental, vision, 401K w/ Match up of 3000 a year. Optional housing near primary worksite if available, rent approximately $275 per month, subject to adjust with local inflation. Option to deduct rent from pay, if elected deductions will not drop the overall wage below the UDSOL minimum, if the deductions are too great they will not be made.  Scheduled rides or vehicle provided to licensed drivers if available to get from residence to work.",No,,,40,6:30 A.M. - 5:00 P.M.
162,Stable Attendant,MICHAEL A. FERRARO,"Tampa, FL",$12.83,hour,11/30/2022,4/1/2023,View Job Order,+15853983967,maffrog@aol.com,,Yes,10,"Cares for and cleans horses, exercises, and inspects them according to instructions.",Yes,1,Must have one (1) month experience as a Stable Attendant.,40,5:00 A.M. - 11:00 A.M.
163,Stable Attendant,"JOHN C. KIMMEL RACING STABLE SOUTH, LLC","Boynton Beach, FL",$14.11,hour,11/30/2022,4/1/2023,View Job Order,+15163288852,jckimmel@msn.com,,Yes,10,Cares for and cleans horses; exercises and inspects them according to instructions.,Yes,1,Must have one (1) month experience as a Stable Attendant.,40,5:00 A.M. - 11:00 A.M.
164,Housekeeper/room Attendant,Aspen Skiing Company,"Aspen, CO",$23.00,hour,11/20/2022,4/20/2023,View Job Order,+19709206397,,aspensnowmass.com/jobs,Yes,20,***See attached Full Notice text.***,Yes,3,"Must be able to work weekends. Must be able to lift a minimum of 20 lbs frequently.
",40,8:00 A.M. - 4:30 P.M.
165,Stable Attendant,DALE CAPUANO RACING STABLE,"Hallandale Beach, FL",$14.11,hour,11/30/2022,4/1/2023,View Job Order,+14435063435,racingcap@msn.com,,Yes,8,Cares for and cleans horses; exercises and inspects them according to instructions.,Yes,1,Must have one (1) month experience as a Stable Attendant.,40,5:00 A.M. - 11:00 A.M.
166,Cook,Okemo Mountain Resort,"Ludlow, VT",$22.00,hour,11/21/2022,4/6/2023,View Job Order,+13034041800,mnowacki@vailresorts.com,,Yes,20,"In cafeteria-style setting, responsible for supporting execution, preparation and ensuring quality service in our culinary operations. Perform daily back of house tasks to deliver excellent culinary service to resort guests including but not limited to setting and stocking work stations as needed; preparing a wide variety of menu items; and assisting other cooks as needed.

***HOURLY WORK SCHEDULE - CONTINUED FROM ITEM F.a.6... SCHEDULE, HOURS AND SHIFTS VARY.

***ADDITIONAL CONDITIONS ABOUT THE WAGE RATE TO BE PAID - CONTINUED FROM ITEM F.b.9A… Perks include a free ski pass and discounts on food, merchandise, and equipment rental.",Yes,24,"Must be able to lift up to 50 lbs.
",35,7:30 A.M. - 10:00 P.M.
167,Technician,"Titan Utility Services, LLC","Tickfaw, LA",$16.21,hour,10/12/2022,6/30/2023,View Job Order,+12252096300,brettmorrison@titanutility.net,,Yes,8,"Travel to customer/client job sites; Assist Crew Leader in the following: Load/unload trucks; pull equipment from units being inspected; clean and test equipment in an assembly line manner; wax equipment; put equipment back on units; assist inspectors with inspections; visual inspection of equipment and units; tag/stamp equipment after testing; equipment tested/cleaned includes: booms, platform liners, grounding blankets, line hoses/hoods, hot sticks, grounds, mechanical jumpers, voltage detectors, insulated tools, blankets, sleeves, coverups, gloves; repair equipment; wash trucks/trailers; setup and breakdown job sites; cleanup and maintenance of worksites and equipment.",No,,"Must be able to work in a team environment; May be subject to random drug screen upon hire paid for by employer and/or a drug screen paid for by employer if reasonable suspicions arise during employment. This is a drug free work area.
",50,7:00 A.M. - 5:00 P.M.
168,Landscape Laborers,"CLS, Inc.","Fairview Heights, IL",$16.96,hour,10/13/2022,12/15/2022,View Job Order,,clandry@clsoutdoor.com,http://clsoutdoor.com/join-our-team,Yes,30,"General landscape and grounds maintenance: lay sod, mow, trim, plant, fertilize lawns; dig holes for plantings; pull and chop weeds; rake leaves. Regular lifting and carrying of bags of fertilizer, seed, mulch,
and other materials of up to 50 lbs.; extensive bending and stooping; extensive use of hand
and power tools and equipment.",No,,"Criminal background check (post hire, pre-employment) Must be able to perform all listed job duties.",40,7:30 A.M. - 3:30 P.M.
169,Welder,Bay Ltd.,"Corpus Christi, TX",$26.43,hour,10/15/2022,8/14/2023,View Job Order,+18327202738,Bay-Resumes@Venice-Inc.com,,Yes,75,"Weld steel in flat, vertical or overhead positions for welding process structural and pipe applications.   Properly utilize hand welding equipment, primarily FCAW (flux core arc welding).  Set up, troubleshoot, and operate welding machines according to job specifications and welding procedures.  Lay out, position, align, and secure parts and assemblies prior to assembly, using straightedges, combination squares, calipers, flange lip up pins, wrap arounds, center finders, and rulers.  Clamp, hold, tack-weld, heat-bend, grind or bolt component parts to obtain required configuration and positions for welding.   Make welding repairs on substandard welds.  Adhere and comply with all company and OSHA safety rules and guidelines.

Workers will work one of two shifts: 7:00 am to 3:30 pm or 3:30 pm to 12:00 am with 1/2 hour lunch break on varying days of the week from Monday through Sunday based on client need.",Yes,24,"Must pass pre-hire drug test and medical physical.  Must pass a written and functional welding test administered at the project worksite in Corpus Christi, Texas at employer's expense.  Must be willing and able to climb and work in high places that may exceed 200 feet in height, and in confined spaces.  Must be able to lift and or/move a minimum of 50 lbs.  These requirements will be carried out equally between U.S. and H-2B workers.


",40,7:00 A.M. - 3:30 P.M.
170,Pipe Fitter,Bay Ltd.,"Corpus Christi, TX",$26.34,hour,10/15/2022,8/14/2023,View Job Order,+18327202738,Bay-Resumes@Venice-Inc.com,,Yes,75,"Fabricate, lay out, assemble, install, repair, and maintain structural and pipe systems and supports according to specifications.  Position, align, and fit parts to form complete units or sub-units.  Work as pipe fitter capable of layout work in the site construction environment. Adhere and comply with all company and OSHA safety rules and guidelines.

Workers will work one of two shifts: 7:00 am to 3:30 pm or 3:30 pm to 12:00 am with 1/2 hour lunch break on varying days of the week from Monday through Sunday based on client need.",Yes,24,"Must pass pre-hire drug test and medical physical.  Must pass a written and functional welding test administered at the project worksite in Corpus Christi, Texas at employer's expense.  Must be willing and able to climb and work in high places that may exceed 200 feet in height, and in confined spaces.  Must be able to lift and or/move a minimum of 50 lbs.  These requirements will be carried out equally between U.S. and H-2B workers.

",40,7:00 A.M. - 3:30 P.M.
171,Fast Food and Counter Workers-mobile Food Concessions,"State  Fair Entertainment California, LLC","Los Angeles, CA",$11.04-$17.48,hour,10/25/2022,5/1/2023,View Job Order,+13107412154,brett@magicmoney.com,,Yes,80,"Perform variety of attending duties at mobile carnival food concessions.  Set up, tear-down, operate mobile food concessions.

The OFLC ETA requested detail on specific portions of these job duties.  

Each food stand would have a unit specific protocol. To clarify the portion of the job duties that include set up:  Mobile food concessions are typically mounted in a trailer.  A manager (not an Amusement & Recreation Attendant) would position the trailer(s) at a specific location on the grounds, unhitch the power unit from the trailer, & move the power unit away from the food concessions trailer.  The awnings covering the windows during transit would be raised & secured.  Items such as trash cans, screens, tables that may be positioned outside of the trailer but carried inside of the trailer during transit would be manually moved from inside the trailer to outside.  Trailer would be cleaned, sanitized & stocked with supplies for the event.  Any counters, guidance railings, signage, decorations would be positioned outside of the trailer.  Condiment dispensers, napkin dispensers & trash containers (as are applicable for food items being served) would be set up outside of the trailer.  Set up a limited number of chairs & tables for patron use.

Tear down:  Fold & store a limited number of chairs & tables into the trailer for transit.  Condiment dispensers, napkin dispensers & trash containers would be stored in the trailer for transit.  Any counters, guidance railings, signage, decorations that had been positioned outside of the trailer would be stored in the trailer for transit.  Items such as trash cans, screens, tables that may be positioned outside of the trailer but carried inside of the trailer during transit would be manually moved back to inside the trailer.  The awnings covering the windows during transit would be lowered & secured. May include moving/positioning, maintenance, repairs and refurbishment of equipment.

OPERATE: 
On a carnival midway, when there is a mobile food concessions, a stand is limited to selling only one or two specific items, such as cotton candy, popcorn, turkey legs or other specialty foods.  The food is prepared in a production line, where an individual may only perform one task, such as measuring corn & oil into a popper.  The next individual would salt & bag.  The next individual would choose correct bag as per patron order & hand to teller.  The next individual would have taken order, taken money, made change & then hands order to client.  

Examples for Cotton Candy:  
1) Keeping the sugar & flossine (special powder that adds color to the cotton candy), cotton candy cones & bags in stock in the trailer, or
2) Pouring sugar & flossine into the cotton candy spinner, waiting for the floss to form, carefully twirling the cotton candy paper cone in the tub to form the cotton candy item, when it has reached the proper size, put it into a plastic bag & hang it up; or
3) Take order, money from patron, hand cotton candy to the patron.
A worker would typically be performing one of these tasks over & over & not cooking.

For Caramel Apples:
1) Take apple from box, inspect to make sure not bruised.  Spear with wooden stick. Dip in Caramel in Crock Pot, then put on tray to cool & set.
2) Take order, money from patron, hand caramel apple to the patron.
A worker would typically be performing one of these tasks over & over & not cooking.

For Pizzas: 
1) Keeping the supplies of pizzas in the trailer.
2) Making the batter & pizza dough, grate cheese, place in oven for the specific time indicated.
3) Slice & display pizza.
4) take order, money from patron, hand pizza to the patron.
A worker would typically be performing one of these tasks over & over & not cooking.",No,,"Post-employment random drug testing & background checks may be required, at no cost to the worker. The job requires the applicant to be qualified, ready, willing, able, & available to perform during the entire employment at the designated worksite; to enter into & comply with employment contract; to follow workplace rules.
",40,1:00 P.M. - 10:00 P.M.
